basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
EP,FRANK,2010,09,30,20100824,0600,,TS,15.2N,100.5W,50,997,50,50,50,50,15,15,20,20,0,0,0,0,
EP,FRANK,2010,09,30,20100824,1200,,TS,15.4N,101.1W,55,994,45,45,50,50,20,20,25,25,0,0,0,0,
EP,FRANK,2010,09,30,20100824,1800,,TS,15.6N,101.8W,55,992,45,45,50,50,20,25,25,20,0,0,0,0,
EP,FRANK,2010,09,30,20100825,0000,,TS,15.9N,102.7W,60,991,45,55,55,45,20,25,25,20,0,0,0,0,
EP,FRANK,2010,09,30,20100825,0600,,TS,16.2N,103.6W,60,989,45,60,60,45,20,25,25,20,0,0,0,0,
EP,FRANK,2010,09,30,20100825,1200,,HU,16.5N,104.6W,65,987,45,60,60,45,20,25,25,20,10,10,10,10,
EP,FRANK,2010,09,30,20100825,1800,,HU,16.8N,105.7W,65,987,60,60,60,60,25,25,25,25,15,15,15,15,
EP,FRANK,2010,09,30,20100826,0000,,HU,17.1N,106.9W,70,984,60,60,40,60,25,25,25,25,15,15,0,15,
EP,FRANK,2010,09,30,20100826,0600,,HU,17.2N,108.1W,70,984,60,60,40,60,25,25,25,25,15,15,0,15,
EP,FRANK,2010,09,30,20100826,1200,,HU,17.4N,109.0W,75,981,70,70,50,70,30,30,30,30,15,15,0,15,
EP,FRANK,2010,09,30,20100826,1800,,HU,17.9N,109.9W,80,978,70,70,50,75,35,35,30,35,20,20,10,20,
EP,FRANK,2010,09,30,20100827,0000,,HU,18.2N,110.9W,75,981,70,70,50,70,30,30,25,30,15,15,10,15,
EP,FRANK,2010,09,30,20100827,0600,,HU,18.5N,111.4W,70,984,70,70,50,70,30,30,25,30,15,15,10,15,
EP,FRANK,2010,09,30,20100827,1200,,HU,18.7N,111.8W,65,987,70,70,50,70,30,30,25,30,15,15,10,15,
EP,FRANK,2010,09,30,20100827,1800,,TS,19.1N,112.1W,55,994,50,50,50,50,25,25,25,25,0,0,0,0,
EP,FRANK,2010,09,30,20100828,0000,,TS,19.6N,112.5W,45,999,40,40,40,40,0,0,0,0,0,0,0,0,
EP,FRANK,2010,09,30,20100828,0600,,TS,20.0N,112.4W,35,1005,40,40,40,40,0,0,0,0,0,0,0,0,
EP,FRANK,2010,09,30,20100828,1200,,TD,20.6N,112.3W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,FRANK,2010,09,30,20100828,1800,,LO,20.9N,111.8W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,FRANK,2010,09,30,20100829,0000,,LO,20.8N,111.3W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100903,0000,,TD,19.3N,109.0W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100903,0600,,TD,19.6N,109.4W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100903,1200,,TD,19.9N,109.8W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100903,1800,,TD,20.3N,110.3W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100904,0000,,TD,20.8N,110.8W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100904,0600,,TD,21.3N,111.3W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100904,1200,,LO,21.8N,111.8W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100904,1800,,LO,22.3N,112.4W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100905,0000,,LO,22.8N,112.9W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,TEN,2010,10,10,20100905,0600,,LO,23.3N,113.4W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100903,1800,,TD,14.9N,94.1W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100904,0000,,TD,15.3N,94.5W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100904,0600,,TD,16.1N,95.1W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100904,0700,L,TD,16.2N,95.2W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100904,1200,,TD,16.7N,95.6W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ELEVEN,2010,11,6,20100904,1800,,LO,17.5N,95.6W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100920,1200,,TD,19.7N,108.4W,30,1001,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100920,1800,,TS,20.1N,108.6W,35,1001,0,45,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100921,0000,,TS,20.8N,109.0W,35,1000,0,45,0,45,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100921,0600,,TS,21.5N,109.3W,35,1000,45,45,0,45,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100921,1200,,TS,22.3N,109.5W,35,999,45,45,0,45,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100921,1800,,TS,23.0N,109.7W,35,999,30,45,45,45,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100922,0000,,TD,24.0N,110.0W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100922,0600,,TD,25.1N,110.4W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100922,1200,,TD,26.3N,110.8W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100922,1800,L,TD,27.4N,111.1W,30,999,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100922,2200,L,TD,28.0N,111.1W,30,999,0,0,0,0,0,0,0,0,0,0,0,0,
EP,GEORGETTE,2010,12,12,20100923,0000,,TD,28.3N,111.1W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101216,0000,,EX,30.0N,175.0E,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101216,0600,,EX,29.0N,176.0E,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101216,1200,,EX,28.0N,177.0E,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101216,1800,,EX,27.0N,179.0E,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101217,0000,,EX,26.0N,180.0W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101217,0600,,EX,25.6N,179.5W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101217,1200,,EX,25.0N,179.0W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101217,1800,,EX,24.6N,178.7W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101218,0000,,SD,24.2N,178.5W,30,1002,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101218,0600,,SD,23.8N,178.6W,30,1002,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101218,1200,,SS,23.6N,178.7W,35,1002,45,45,45,45,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101218,1800,,SS,23.0N,179.8W,35,1002,45,45,45,45,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101219,0000,,SS,22.2N,179.4E,40,1001,90,90,90,90,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101219,0600,,SS,21.6N,179.1E,45,1000,90,90,90,90,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101219,1200,,SS,21.1N,179.0E,50,999,150,150,150,150,90,90,90,90,0,0,0,0,
CP,OMEKA,2010,01,28,20101219,1800,,SS,20.4N,179.1E,50,999,150,150,150,150,90,90,90,90,0,0,0,0,
CP,OMEKA,2010,01,28,20101220,0000,,SS,20.1N,179.9E,45,998,60,60,60,60,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101220,0600,,TS,20.4N,178.9W,45,997,45,45,45,45,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101220,1200,,TS,21.0N,177.3W,45,997,45,45,45,45,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101220,1800,,TS,22.4N,176.1W,35,999,45,45,45,45,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101221,0000,,TS,23.8N,174.6W,35,1000,50,50,50,20,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101221,0600,,TS,25.4N,173.7W,35,1001,50,50,40,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101221,1200,,PT,27.0N,173.0W,35,1002,50,50,40,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101221,1800,,PT,29.0N,172.6W,35,1002,50,50,40,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101222,0000,,PT,30.7N,172.2W,30,1002,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101222,0600,,PT,32.2N,172.4W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101222,1200,,PT,33.3N,172.3W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
CP,OMEKA,2010,01,28,20101222,1800,,PT,34.1N,172.0W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110607,0000,,LO,10.7N,99.7W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110607,0600,,LO,11.2N,99.8W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110607,1200,,TD,11.5N,99.6W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110607,1800,,TD,11.7N,99.6W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110608,0000,,TS,11.7N,99.9W,35,1003,30,0,0,30,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110608,0600,,TS,11.9N,100.4W,45,1000,60,30,30,60,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110608,1200,,TS,12.5N,100.7W,55,996,75,45,45,60,30,0,0,30,0,0,0,0,
EP,ADRIAN,2011,01,30,20110608,1800,,TS,13.1N,101.2W,60,993,75,60,60,75,35,30,25,35,0,0,0,0,
EP,ADRIAN,2011,01,30,20110609,0000,,HU,13.5N,102.0W,70,987,75,60,60,75,35,35,30,35,15,0,0,15,
EP,ADRIAN,2011,01,30,20110609,0600,,HU,13.8N,102.8W,75,982,75,75,75,75,40,35,35,35,20,15,15,20,
EP,ADRIAN,2011,01,30,20110609,1200,,HU,14.1N,103.6W,90,970,90,75,75,75,45,40,40,40,25,25,25,25,
EP,ADRIAN,2011,01,30,20110609,1800,,HU,14.3N,104.4W,105,957,90,75,75,90,50,45,45,50,30,30,25,30,
EP,ADRIAN,2011,01,30,20110610,0000,,HU,14.5N,105.3W,120,946,90,90,90,90,55,50,45,55,30,30,25,30,
EP,ADRIAN,2011,01,30,20110610,0600,,HU,14.8N,106.2W,120,944,90,90,90,90,60,50,50,60,30,30,25,35,
EP,ADRIAN,2011,01,30,20110610,1200,,HU,15.1N,107.1W,120,946,90,90,90,105,60,50,50,60,35,30,25,35,
EP,ADRIAN,2011,01,30,20110610,1800,,HU,15.4N,108.1W,110,954,105,90,90,105,60,50,45,55,35,30,25,30,
EP,ADRIAN,2011,01,30,20110611,0000,,HU,15.5N,109.1W,100,963,105,90,75,90,55,45,40,50,30,30,25,30,
EP,ADRIAN,2011,01,30,20110611,0600,,HU,15.6N,110.2W,80,977,90,90,75,90,50,40,35,45,30,25,20,25,
EP,ADRIAN,2011,01,30,20110611,1200,,HU,15.6N,111.3W,65,988,90,75,60,75,40,30,25,35,20,20,0,20,
EP,ADRIAN,2011,01,30,20110611,1800,,TS,15.6N,112.4W,55,995,75,60,45,75,30,20,15,25,0,0,0,0,
EP,ADRIAN,2011,01,30,20110612,0000,,TS,15.7N,113.5W,45,999,45,30,30,45,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110612,0600,,TS,16.0N,114.5W,35,1003,30,0,0,30,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110612,1200,,LO,16.3N,115.2W,35,1005,30,0,0,30,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110612,1800,,LO,16.6N,115.6W,35,1006,0,0,30,30,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110613,0000,,LO,16.8N,116.0W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110613,0600,,LO,16.9N,116.4W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110613,1200,,LO,17.0N,116.9W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110613,1800,,LO,17.0N,117.5W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110614,0000,,LO,16.9N,117.9W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,ADRIAN,2011,01,30,20110614,0600,,LO,16.7N,118.1W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110618,1800,,LO,12.4N,97.2W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110619,0000,,LO,12.7N,98.1W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110619,0600,,TD,13.1N,99.0W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110619,1200,,TD,13.6N,99.9W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110619,1800,,TS,14.1N,100.7W,35,1004,30,30,0,15,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110620,0000,,TS,14.7N,101.5W,40,1001,45,45,30,30,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110620,0600,,TS,15.3N,102.2W,50,997,60,45,45,60,20,20,20,20,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110620,1200,,TS,16.2N,102.6W,60,994,75,60,60,75,20,20,20,20,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110620,1800,,HU,16.7N,102.9W,70,989,90,70,80,90,30,30,30,20,15,10,10,10,
EP,BEATRIZ,2011,02,16,20110621,0000,,HU,17.4N,103.2W,70,987,60,70,45,90,30,30,30,20,15,10,10,10,
EP,BEATRIZ,2011,02,16,20110621,0300,T,HU,17.9N,103.4W,75,983,45,60,30,75,30,30,15,30,15,10,5,10,
EP,BEATRIZ,2011,02,16,20110621,0600,,HU,18.5N,104.0W,80,977,45,60,30,60,30,30,15,20,15,15,5,15,
EP,BEATRIZ,2011,02,16,20110621,0900,T,HU,18.8N,104.4W,70,981,45,60,30,60,30,30,15,20,15,15,5,15,
EP,BEATRIZ,2011,02,16,20110621,1200,,TS,19.0N,105.0W,60,987,45,45,30,45,15,15,0,15,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110621,1800,,TS,19.0N,105.5W,40,996,30,30,15,30,0,0,0,0,0,0,0,0,
EP,BEATRIZ,2011,02,16,20110622,0000,,TD,19.0N,105.9W,25,1003,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110707,0000,,LO,13.6N,99.1W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110707,0600,,LO,14.3N,100.2W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110707,1200,,TD,14.8N,101.4W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110707,1800,,TD,15.3N,102.6W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110708,0000,,TS,15.7N,103.9W,35,1003,45,20,40,45,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110708,0600,,TS,16.0N,105.4W,45,1000,50,30,40,50,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110708,1200,,TS,16.3N,106.9W,55,997,60,40,40,60,30,0,0,30,0,0,0,0,
EP,CALVIN,2011,03,29,20110708,1800,,HU,16.5N,108.1W,65,987,75,50,40,75,30,30,25,30,20,15,0,20,
EP,CALVIN,2011,03,29,20110709,0000,,HU,16.7N,109.1W,70,984,75,60,40,75,35,30,25,30,25,20,15,20,
EP,CALVIN,2011,03,29,20110709,0600,,HU,16.9N,110.0W,65,987,70,60,45,65,30,30,20,40,20,15,0,20,
EP,CALVIN,2011,03,29,20110709,1200,,TS,17.1N,110.8W,55,994,65,50,40,60,30,30,20,40,0,0,0,0,
EP,CALVIN,2011,03,29,20110709,1800,,TS,17.3N,111.6W,40,1000,65,50,40,60,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110710,0000,,TS,17.5N,112.4W,35,1001,65,50,40,60,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110710,0600,,LO,17.8N,113.1W,35,1001,65,50,40,60,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110710,1200,,LO,18.0N,113.8W,35,1001,60,50,30,50,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110710,1800,,LO,18.2N,114.5W,35,1002,55,45,25,40,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110711,0000,,LO,18.4N,115.2W,35,1002,45,20,0,30,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110711,0600,,LO,18.7N,115.8W,35,1003,35,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110711,1200,,LO,18.9N,116.5W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110711,1800,,LO,19.1N,117.0W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110712,0000,,LO,19.3N,117.5W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110712,0600,,LO,19.3N,118.1W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110712,1200,,LO,19.1N,118.5W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110712,1800,,LO,18.8N,118.9W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110713,0000,,LO,18.6N,119.3W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110713,0600,,LO,18.3N,119.6W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110713,1200,,LO,18.0N,119.9W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110713,1800,,LO,17.6N,120.1W,15,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,CALVIN,2011,03,29,20110714,0000,,LO,17.2N,120.2W,15,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110718,0000,,LO,10.2N,89.0W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110718,0600,,TD,10.3N,90.0W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110718,1200,,TS,10.4N,91.1W,35,1005,40,40,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110718,1800,,TS,10.6N,92.3W,45,1002,60,60,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110719,0000,,TS,10.9N,93.7W,50,999,80,70,40,60,30,30,0,30,0,0,0,0,
EP,DORA,2011,04,33,20110719,0600,,TS,11.3N,95.1W,55,996,100,100,60,100,40,40,20,40,0,0,0,0,
EP,DORA,2011,04,33,20110719,1200,,TS,11.8N,96.5W,60,993,100,100,60,100,40,40,20,40,0,0,0,0,
EP,DORA,2011,04,33,20110719,1800,,HU,12.4N,97.9W,65,989,100,100,60,100,50,40,25,40,20,20,0,10,
EP,DORA,2011,04,33,20110720,0000,,HU,13.1N,99.4W,70,987,100,100,60,100,60,50,30,50,30,20,0,20,
EP,DORA,2011,04,33,20110720,0600,,HU,13.8N,100.9W,80,981,110,110,60,100,60,50,30,50,30,20,0,30,
EP,DORA,2011,04,33,20110720,1200,,HU,14.5N,102.3W,90,970,120,110,60,100,60,50,30,50,30,20,0,30,
EP,DORA,2011,04,33,20110720,1800,,HU,15.1N,103.6W,105,957,120,110,70,100,60,50,30,50,35,25,20,30,
EP,DORA,2011,04,33,20110721,0000,,HU,15.7N,104.7W,115,948,120,120,90,100,70,60,45,60,35,30,20,30,
EP,DORA,2011,04,33,20110721,0600,,HU,16.3N,105.7W,125,939,120,120,90,100,70,60,45,60,35,30,20,30,
EP,DORA,2011,04,33,20110721,1200,,HU,16.9N,106.5W,135,929,120,120,90,100,75,60,45,60,40,35,25,35,
EP,DORA,2011,04,33,20110721,1800,,HU,17.4N,107.1W,130,932,120,120,90,100,75,60,50,60,40,40,30,40,
EP,DORA,2011,04,33,20110722,0000,,HU,18.0N,107.8W,115,948,120,100,90,100,75,60,50,60,40,40,30,40,
EP,DORA,2011,04,33,20110722,0600,,HU,18.6N,108.5W,95,967,90,80,60,80,60,50,40,50,30,30,20,30,
EP,DORA,2011,04,33,20110722,1200,,HU,19.1N,109.1W,75,981,90,80,60,80,50,50,30,50,30,30,20,30,
EP,DORA,2011,04,33,20110722,1800,,TS,19.6N,109.7W,60,987,90,80,60,80,50,50,30,50,0,0,0,0,
EP,DORA,2011,04,33,20110723,0000,,TS,20.1N,110.3W,55,990,90,80,60,80,40,30,0,40,0,0,0,0,
EP,DORA,2011,04,33,20110723,0600,,TS,20.5N,111.0W,50,994,80,80,50,80,30,30,0,30,0,0,0,0,
EP,DORA,2011,04,33,20110723,1200,,TS,20.9N,111.7W,45,998,80,80,50,80,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110723,1800,,TS,21.4N,112.4W,45,1000,70,60,50,60,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110724,0000,,TS,21.9N,113.0W,40,1002,60,40,30,40,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110724,0600,,TS,22.4N,113.5W,35,1004,50,30,30,30,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110724,1200,,TD,22.9N,113.9W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110724,1800,,TD,23.6N,114.3W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110725,0000,,LO,24.3N,114.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110725,0600,,LO,24.9N,114.7W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110725,1200,,LO,25.5N,114.8W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110725,1800,,LO,26.0N,114.8W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
EP,DORA,2011,04,33,20110726,0000,,LO,26.3N,114.8W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110730,1200,,LO,10.3N,96.5W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110730,1800,,LO,10.4N,97.5W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110731,0000,,LO,10.4N,98.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110731,0600,,TD,10.5N,99.4W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110731,1200,,TS,10.6N,100.2W,35,1004,30,30,0,30,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110731,1800,,TS,10.8N,101.0W,40,1002,40,50,0,40,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110801,0000,,TS,11.2N,101.8W,45,1000,40,50,0,40,0,0,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110801,0600,,TS,11.7N,102.7W,50,998,45,60,30,40,20,30,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110801,1200,,TS,12.2N,103.8W,55,996,45,60,30,40,20,30,0,0,0,0,0,0,
EP,EUGENE,2011,05,44,20110801,1800,,HU,12.6N,105.0W,65,990,60,75,40,60,30,30,0,30,10,0,0,10,
EP,EUGENE,2011,05,44,20110802,0000,,HU,13.0N,106.3W,70,988,60,75,90,90,30,30,0,30,10,0,0,10,
EP,EUGENE,2011,05,44,20110802,0600,,HU,13.4N,107.6W,75,985,90,90,120,120,30,30,20,30,15,15,10,15,
EP,EUGENE,2011,05,44,20110802,1200,,HU,13.7N,108.9W,80,977,90,90,120,120,35,30,25,35,20,20,10,20,
EP,EUGENE,2011,05,44,20110802,1800,,HU,14.0N,110.1W,90,970,105,105,120,120,45,35,30,45,25,25,20,25,
EP,EUGENE,2011,05,44,20110803,0000,,HU,14.5N,111.2W,95,965,120,120,140,120,60,60,40,60,30,30,20,30,
EP,EUGENE,2011,05,44,20110803,0600,,HU,15.0N,112.4W,100,961,120,120,140,120,60,60,40,60,30,30,20,30,
EP,EUGENE,2011,05,44,20110803,1200,,HU,15.4N,113.5W,105,954,135,120,120,135,70,60,50,70,35,35,25,35,
EP,EUGENE,2011,05,44,20110803,1800,,HU,15.7N,114.7W,115,947,135,120,120,135,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110803,2100,I,HU,15.9N,115.3W,120,942,135,120,120,135,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110804,0000,,HU,16.1N,115.9W,115,946,135,120,120,135,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110804,0600,,HU,16.5N,117.1W,105,957,130,140,120,130,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110804,1200,,HU,16.8N,118.3W,100,962,120,140,120,120,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110804,1800,,HU,17.0N,119.5W,90,970,105,120,105,105,70,60,50,70,40,35,30,40,
EP,EUGENE,2011,05,44,20110805,0000,,HU,17.2N,120.6W,80,977,105,105,90,105,60,50,40,60,30,25,20,30,
